district_id,Id,amount,duration,payments,Predicted,birth_number,gender,household_amount,name,region,no. of inhabitants,ratio of urban inhabitants,average salary,no. of enterpreneurs per 1000 inhabitants,diff_unemploymant,avg_unemploymant,diff_crimes,avg_crimes,ratio_crimes
1,6940,228276,36,6341,1,03/08/1961,1,0,18,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588
1,6736,288360,60,4806,1,15/12/1935,1,0,18,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588
1,6120,209184,48,4358,1,18/06/1953,1,0,18,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588
1,7241,168984,24,7041,-1,18/03/1976,1,0,18,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588
1,7241,168984,24,7041,-1,18/03/1976,1,0,18,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588
1,5635,77184,36,2144,1,09/12/1954,0,0,18,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588
1,6012,258444,36,7179,1,27/05/1966,1,0,18,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588
1,7220,131292,36,3647,1,20/03/1954,1,7312,18,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588
1,6309,110136,24,4589,1,24/02/1958,0,4891,18,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588
1,6817,70656,48,1472,1,26/07/1952,1,6270,18,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588
1,6244,270648,36,7518,-1,04/11/1937,1,5700,18,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588
1,6244,270648,36,7518,-1,04/11/1937,1,5700,18,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588
1,7304,419880,60,6998,1,30/10/1945,0,10886,18,5,1204953,100,12541,167,0.14,0.36,13430,92392,0.0766768496364588
2,6726,85860,60,1431,1,20/10/1955,0,4403,1,1,88884,46.7,8507,132,0.18,1.76,515,2416.5,0.027187120291616
2,7004,331560,60,5526,1,23/11/1980,1,5887,1,1,88884,46.7,8507,132,0.18,1.76,515,2416.5,0.027187120291616
2,5959,107640,24,4485,1,22/11/1959,0,3580,1,1,88884,46.7,8507,132,0.18,1.76,515,2416.5,0.027187120291616
3,6202,65184,12,5432,1,29/09/1957,1,0,2,1,75232,41.7,8980,111,0.26,2.08,-11,2818.5,0.0374641110165887
3,6296,270384,48,5633,1,07/04/1962,1,13076,2,1,75232,41.7,8980,111,0.26,2.08,-11,2818.5,0.0374641110165887
4,5151,189060,60,3151,1,30/12/1958,0,5940,28,1,149893,67.4,9753,109,0.41,4.845,648,5568,0.0371464978351224
4,6316,76908,12,6409,-1,19/01/1946,0,0,28,1,149893,67.4,9753,109,0.41,4.845,648,5568,0.0371464978351224
4,6316,76908,12,6409,-1,19/01/1946,0,0,28,1,149893,67.4,9753,109,0.41,4.845,648,5568,0.0371464978351224
4,5938,402000,60,6700,1,06/08/1980,1,554,28,1,149893,67.4,9753,109,0.41,4.845,648,5568,0.0371464978351224
5,6112,174744,24,7281,-1,21/11/1978,0,8110,30,1,95616,51.4,9307,118,0.58,4.14,424,2828,0.029576639892905
5,6112,174744,24,7281,-1,21/11/1978,0,8110,30,1,95616,51.4,9307,118,0.58,4.14,424,2828,0.029576639892905
5,5132,538500,60,8975,1,28/06/1960,1,4605,30,1,95616,51.4,9307,118,0.58,4.14,424,2828,0.029576639892905
5,6153,285600,60,4760,1,07/12/1980,0,0,30,1,95616,51.4,9307,118,0.58,4.14,424,2828,0.029576639892905
5,6356,95400,36,2650,1,10/02/1971,1,0,30,1,95616,51.4,9307,118,0.58,4.14,424,2828,0.029576639892905
5,6471,155640,24,6485,1,07/01/1943,0,3434,30,1,95616,51.4,9307,118,0.58,4.14,424,2828,0.029576639892905
7,5750,63252,12,5271,1,24/06/1949,0,643,36,1,94725,63.4,9920,130,0.61,2.565,557,4567.5,0.0482185273159145
8,7036,194940,36,5415,1,30/10/1964,1,0,37,1,112065,69.4,11277,127,0.19,1.345,-192,5083,0.0453576049614063
9,5922,20220,12,1685,1,15/05/1973,0,8723,41,1,81344,55.3,8899,149,0.58,3.68,-500,2737,0.0336472265932337
9,6644,93600,24,3900,1,23/06/1972,1,1074,41,1,81344,55.3,8899,149,0.58,3.68,-500,2737,0.0336472265932337
9,5693,44088,24,1837,1,25/06/1951,0,3373,41,1,81344,55.3,8899,149,0.58,3.68,-500,2737,0.0336472265932337
10,5568,272520,60,4542,1,02/09/1939,1,5907,52,1,92084,46.7,10124,141,-0.02,0.55,506,4063,0.0441227574822988
10,6841,172080,48,3585,1,05/03/1957,0,0,52,1,92084,46.7,10124,141,-0.02,0.55,506,4063,0.0441227574822988
10,6157,98592,24,4108,1,24/12/1963,0,10530,52,1,92084,46.7,10124,141,-0.02,0.55,506,4063,0.0441227574822988
10,5591,155616,48,3242,1,25/10/1959,0,0,52,1,92084,46.7,10124,141,-0.02,0.55,506,4063,0.0441227574822988
11,5549,50460,60,841,1,17/10/1947,0,7289,53,1,75637,36.5,9622,154,0.14,0.52,54,3502,0.046300091225194
11,7176,260028,36,7223,1,25/11/1976,1,4782,53,1,75637,36.5,9622,154,0.14,0.52,54,3502,0.046300091225194
11,5805,137904,24,5746,-1,06/05/1968,1,0,53,1,75637,36.5,9622,154,0.14,0.52,54,3502,0.046300091225194
11,5805,137904,24,5746,-1,06/05/1968,1,0,53,1,75637,36.5,9622,154,0.14,0.52,54,3502,0.046300091225194
11,5189,149040,48,3105,1,20/12/1968,0,4397,53,1,75637,36.5,9622,154,0.14,0.52,54,3502,0.046300091225194
11,5533,111384,24,4641,1,10/02/1967,1,6892,53,1,75637,36.5,9622,154,0.14,0.52,54,3502,0.046300091225194
11,6903,52128,24,2172,1,17/07/1959,0,0,53,1,75637,36.5,9622,154,0.14,0.52,54,3502,0.046300091225194
11,6876,86616,12,7218,1,28/09/1961,1,0,53,1,75637,36.5,9622,154,0.14,0.52,54,3502,0.046300091225194
12,6297,17508,12,1459,1,01/04/1946,1,0,55,1,107870,58,8754,137,0.48,4.07,64,3836,0.0355613238157041
12,7271,392460,60,6541,1,13/11/1980,0,9810,55,1,107870,58,8754,137,0.48,4.07,64,3836,0.0355613238157041
12,6461,74124,36,2059,1,13/04/1939,0,1080,55,1,107870,58,8754,137,0.48,4.07,64,3836,0.0355613238157041
13,6137,44628,12,3719,1,26/11/1943,1,11878,57,1,53921,41.3,8598,123,0.49,3.015,278,1736,0.0321952486044398
13,6687,87840,24,3660,1,16/02/1980,0,0,57,1,53921,41.3,8598,123,0.49,3.015,278,1736,0.0321952486044398
13,5082,262980,60,4383,1,09/03/1966,0,0,57,1,53921,41.3,8598,123,0.49,3.015,278,1736,0.0321952486044398
13,6027,61656,24,2569,-1,25/12/1953,0,0,57,1,53921,41.3,8598,123,0.49,3.015,278,1736,0.0321952486044398
13,6027,61656,24,2569,-1,25/12/1953,0,0,57,1,53921,41.3,8598,123,0.49,3.015,278,1736,0.0321952486044398
13,7226,197748,36,5493,1,05/05/1970,0,0,57,1,53921,41.3,8598,123,0.49,3.015,278,1736,0.0321952486044398
14,5997,117024,24,4876,1,03/10/1935,1,0,9,6,177686,74.8,10045,135,0.29,1.565,-309,6449.5,0.0362971759170672
14,6734,173016,36,4806,1,23/02/1945,0,0,9,6,177686,74.8,10045,135,0.29,1.565,-309,6449.5,0.0362971759170672
14,7101,421008,48,8771,1,01/06/1953,1,9902,9,6,177686,74.8,10045,135,0.29,1.565,-309,6449.5,0.0362971759170672
14,5611,321180,60,5353,1,07/09/1936,1,14723,9,6,177686,74.8,10045,135,0.29,1.565,-309,6449.5,0.0362971759170672
14,5325,105804,36,2939,1,20/04/1940,0,6994,9,6,177686,74.8,10045,135,0.29,1.565,-309,6449.5,0.0362971759170672
15,6210,87216,48,1817,-1,13/05/1964,1,5050,10,6,58796,51.9,9045,124,0.47,3.365,34,1862,0.0316688210082319
15,6210,87216,48,1817,-1,13/05/1964,1,5050,10,6,58796,51.9,9045,124,0.47,3.365,34,1862,0.0316688210082319
15,5980,21396,12,1783,1,09/09/1968,1,0,10,6,58796,51.9,9045,124,0.47,3.365,34,1862,0.0316688210082319
15,6144,44376,12,3698,1,23/05/1962,1,6049,10,6,58796,51.9,9045,124,0.47,3.365,34,1862,0.0316688210082319
15,7284,52788,12,4399,1,16/02/1973,1,506,10,6,58796,51.9,9045,124,0.47,3.365,34,1862,0.0316688210082319
16,6354,22968,36,638,1,27/07/1950,0,0,25,6,93931,56.9,8427,107,0.42,1.33,39,1893.5,0.0201584141550713
16,5130,24312,12,2026,1,19/11/1955,0,0,25,6,93931,56.9,8427,107,0.42,1.33,39,1893.5,0.0201584141550713
16,5390,170256,24,7094,1,16/07/1965,0,5922,25,6,93931,56.9,8427,107,0.42,1.33,39,1893.5,0.0201584141550713
16,6342,60156,36,1671,-1,08/08/1976,1,3881,25,6,93931,56.9,8427,107,0.42,1.33,39,1893.5,0.0201584141550713
16,6342,60156,36,1671,-1,08/08/1976,1,3881,25,6,93931,56.9,8427,107,0.42,1.33,39,1893.5,0.0201584141550713
16,4973,165960,24,6915,1,13/06/1944,0,6393,25,6,93931,56.9,8427,107,0.42,1.33,39,1893.5,0.0201584141550713
16,7233,115812,36,3217,1,01/06/1953,1,0,25,6,93931,56.9,8427,107,0.42,1.33,39,1893.5,0.0201584141550713
17,6721,21072,24,878,1,09/08/1964,0,0,46,6,74062,61.4,8114,119,0.24,2.5,178,1092,0.0147444033377441
17,5877,97224,24,4051,1,07/04/1951,0,3716,46,6,74062,61.4,8114,119,0.24,2.5,178,1092,0.0147444033377441
17,6751,85716,36,2381,1,03/05/1938,1,0,46,6,74062,61.4,8114,119,0.24,2.5,178,1092,0.0147444033377441
18,7235,154416,48,3217,1,25/05/1969,0,0,47,6,70699,65.3,8968,131,0.52,3.09,170,1825,0.0258136607307034
19,6589,189696,24,7904,1,24/09/1945,1,1475,51,6,51428,52.7,8402,120,0.85,3.555,100,1049,0.0203974488605429
19,5237,45336,24,1889,1,29/04/1957,1,5930,51,6,51428,52.7,8402,120,0.85,3.555,100,1049,0.0203974488605429
19,5409,182040,60,3034,1,24/03/1951,0,0,51,6,51428,52.7,8402,120,0.85,3.555,100,1049,0.0203974488605429
19,5329,396120,60,6602,1,02/01/1950,0,0,51,6,51428,52.7,8402,120,0.85,3.555,100,1049,0.0203974488605429
20,6712,266220,60,4437,1,17/02/1965,0,410,62,6,70646,58.4,8547,120,0.99,3.145,-21,1552.5,0.0219757664977493
20,5176,192552,24,8023,-1,31/12/1963,0,0,62,6,70646,58.4,8547,120,0.99,3.145,-21,1552.5,0.0219757664977493
20,5176,192552,24,8023,-1,31/12/1963,0,0,62,6,70646,58.4,8547,120,0.99,3.145,-21,1552.5,0.0219757664977493
20,6715,220620,60,3677,1,15/08/1943,0,5812,62,6,70646,58.4,8547,120,0.99,3.145,-21,1552.5,0.0219757664977493
20,6013,128988,36,3583,-1,15/08/1939,1,0,62,6,70646,58.4,8547,120,0.99,3.145,-21,1552.5,0.0219757664977493
20,6013,128988,36,3583,-1,15/08/1939,1,0,62,6,70646,58.4,8547,120,0.99,3.145,-21,1552.5,0.0219757664977493
21,4961,30276,12,2523,-1,23/04/1939,0,15925,65,6,103347,67,9104,123,0.56,1.79,55,2326.5,0.0225115387964818
21,4961,30276,12,2523,-1,23/04/1939,0,15925,65,6,103347,67,9104,123,0.56,1.79,55,2326.5,0.0225115387964818
21,6545,191880,60,3198,1,08/03/1949,1,4268,65,6,103347,67,9104,123,0.56,1.79,55,2326.5,0.0225115387964818
21,6501,30276,12,2523,-1,23/04/1939,0,14900,65,6,103347,67,9104,123,0.56,1.79,55,2326.5,0.0225115387964818
21,6501,30276,12,2523,-1,23/04/1939,0,14900,65,6,103347,67,9104,123,0.56,1.79,55,2326.5,0.0225115387964818
21,6998,97632,12,8136,1,07/09/1968,0,6531,65,6,103347,67,9104,123,0.56,1.79,55,2326.5,0.0225115387964818
23,6580,196080,48,4085,1,27/05/1958,1,0,11,8,87419,85.5,8624,102,0.87,2.225,319,3038.5,0.0347578901611778
23,6729,74688,12,6224,1,26/01/1945,0,13711,11,8,87419,85.5,8624,102,0.87,2.225,319,3038.5,0.0347578901611778
24,6650,49320,12,4110,-1,03/10/1945,0,695,26,8,122603,80,8991,128,0.62,1.7,75,5235.5,0.0427028702397168
24,6650,49320,12,4110,-1,03/10/1945,0,695,26,8,122603,80,8991,128,0.62,1.7,75,5235.5,0.0427028702397168
24,5897,15192,24,633,1,27/12/1972,0,3195,26,8,122603,80,8991,128,0.62,1.7,75,5235.5,0.0427028702397168
24,6111,174744,24,7281,-1,12/08/1948,0,4650,26,8,122603,80,8991,128,0.62,1.7,75,5235.5,0.0427028702397168
24,6111,174744,24,7281,-1,12/08/1948,0,4650,26,8,122603,80,8991,128,0.62,1.7,75,5235.5,0.0427028702397168
24,7034,19044,36,529,1,05/04/1974,0,0,26,8,122603,80,8991,128,0.62,1.7,75,5235.5,0.0427028702397168
26,6294,79920,60,1332,1,05/04/1953,1,586,49,8,170449,100,10787,131,0.45,2.865,220,6151,0.0360870406983907
26,5350,249312,48,5194,1,21/05/1955,1,14164,49,8,170449,100,10787,131,0.45,2.865,220,6151,0.0360870406983907
26,6676,29784,24,1241,1,25/12/1969,0,0,49,8,170449,100,10787,131,0.45,2.865,220,6151,0.0360870406983907
27,5923,64656,48,1347,1,19/03/1947,1,0,48,8,67298,43.8,8561,110,0.64,0.97,98,1078,0.0160183066361556
27,6642,77640,12,6470,1,10/07/1967,1,0,48,8,67298,43.8,8561,110,0.64,0.97,98,1078,0.0160183066361556
28,5310,248148,36,6893,1,24/07/1940,0,853,50,8,72541,36.9,8594,112,0.39,1.815,-55,1552.5,0.0214016900787141
28,5311,30060,60,501,1,06/09/1951,1,4353,50,8,72541,36.9,8594,112,0.39,1.815,-55,1552.5,0.0214016900787141
28,5453,156672,36,4352,1,25/04/1956,0,4613,50,8,72541,36.9,8594,112,0.39,1.815,-55,1552.5,0.0214016900787141
29,5625,222180,60,3703,-1,20/03/1939,1,0,58,8,45714,55.6,8843,113,0.78,3.21,70,853,0.0186594916218226
29,5625,222180,60,3703,-1,20/03/1939,1,0,58,8,45714,55.6,8843,113,0.78,3.21,70,853,0.0186594916218226
29,5418,347952,48,7249,1,30/10/1964,0,0,58,8,45714,55.6,8843,113,0.78,3.21,70,853,0.0186594916218226
29,6704,417060,60,6951,1,14/09/1961,0,1172,58,8,45714,55.6,8843,113,0.78,3.21,70,853,0.0186594916218226
29,5861,51408,24,2142,1,24/07/1949,1,0,58,8,45714,55.6,8843,113,0.78,3.21,70,853,0.0186594916218226
30,5314,96396,12,8033,-1,22/07/1947,0,0,61,8,94812,81.8,9650,100,0.29,3.525,-181,2894.5,0.0305288360123191
30,5314,96396,12,8033,-1,22/07/1947,0,0,61,8,94812,81.8,9650,100,0.29,3.525,-181,2894.5,0.0305288360123191
31,5413,92976,24,3874,1,07/10/1970,0,13386,66,8,51313,59.2,8930,108,0.68,3.86,124,1390,0.0270886519985189
31,6949,104712,24,4363,1,07/10/1970,0,13386,66,8,51313,59.2,8930,108,0.68,3.86,124,1390,0.0270886519985189
31,5312,202788,36,5633,1,20/07/1953,0,11994,66,8,51313,59.2,8930,108,0.68,3.86,124,1390,0.0270886519985189
31,5388,61560,12,5130,1,04/01/1943,1,1737,66,8,51313,59.2,8930,108,0.68,3.86,124,1390,0.0270886519985189
31,7192,115992,36,3222,1,17/05/1937,1,186,66,8,51313,59.2,8930,108,0.68,3.86,124,1390,0.0270886519985189
31,6512,63312,48,1319,1,07/05/1956,0,2306,66,8,51313,59.2,8930,108,0.68,3.86,124,1390,0.0270886519985189
31,6647,208320,48,4340,1,14/04/1968,0,0,66,8,51313,59.2,8930,108,0.68,3.86,124,1390,0.0270886519985189
31,5269,164052,36,4557,-1,12/09/1975,0,0,66,8,51313,59.2,8930,108,0.68,3.86,124,1390,0.0270886519985189
31,5269,164052,36,4557,-1,12/09/1975,0,0,66,8,51313,59.2,8930,108,0.68,3.86,124,1390,0.0270886519985189
31,6686,224604,36,6239,1,24/05/1976,1,0,66,8,51313,59.2,8930,108,0.68,3.86,124,1390,0.0270886519985189
31,5285,78936,12,6578,1,22/01/1957,0,2359,66,8,51313,59.2,8930,108,0.68,3.86,124,1390,0.0270886519985189
31,6303,72408,24,3017,-1,13/06/1958,0,0,66,8,51313,59.2,8930,108,0.68,3.86,124,1390,0.0270886519985189
31,6303,72408,24,3017,-1,13/06/1958,0,0,66,8,51313,59.2,8930,108,0.68,3.86,124,1390,0.0270886519985189
32,5088,91152,24,3798,1,10/12/1942,1,0,8,3,105058,81,9272,118,0.42,3.01,165,4422.5,0.0420957947038779
32,6888,39576,12,3298,1,02/05/1980,0,9493,8,3,105058,81,9272,118,0.42,3.01,165,4422.5,0.0420957947038779
32,5337,162468,36,4513,1,23/08/1957,0,0,8,3,105058,81,9272,118,0.42,3.01,165,4422.5,0.0420957947038779
33,6596,91584,24,3816,1,16/11/1951,0,0,14,3,133777,84.7,8705,116,1.86,6.68,209,4754.5,0.0355404890227767
33,5445,46320,24,1930,1,14/02/1979,1,3359,14,3,133777,84.7,8705,116,1.86,6.68,209,4754.5,0.0355404890227767
34,5414,185952,48,3874,1,22/02/1945,1,4625,12,3,125236,87.7,9675,100,1.25,7.055,-133,5256.5,0.0419727554377336
34,6600,21852,36,607,1,05/12/1954,1,0,12,3,125236,87.7,9675,100,1.25,7.055,-133,5256.5,0.0419727554377336
35,6598,68112,12,5676,1,30/11/1977,0,8157,21,3,88768,80.5,8867,130,0.19,1.115,236,3502,0.0394511535688536
37,6667,155880,24,6495,1,30/10/1968,0,8305,34,3,114006,62.3,9065,123,0.93,4.925,19,4156.5,0.0364586074417136
37,5741,68544,24,2856,1,16/09/1976,1,3976,34,3,114006,62.3,9065,123,0.93,4.925,19,4156.5,0.0364586074417136
37,5148,284280,60,4738,1,15/09/1958,0,0,34,3,114006,62.3,9065,123,0.93,4.925,19,4156.5,0.0364586074417136
38,6336,212400,36,5900,1,24/10/1966,0,0,35,3,85852,59.8,8965,104,1.15,7.655,169,2737.5,0.0318862693938406
38,5610,123216,48,2567,1,12/08/1977,0,1468,35,3,85852,59.8,8965,104,1.15,7.655,169,2737.5,0.0318862693938406
38,5723,23628,12,1969,1,09/03/1954,1,9503,35,3,85852,59.8,8965,104,1.15,7.655,169,2737.5,0.0318862693938406
38,6591,20832,48,434,1,04/05/1948,1,1953,35,3,85852,59.8,8965,104,1.15,7.655,169,2737.5,0.0318862693938406
38,6279,87360,24,3640,1,10/07/1962,1,0,35,3,85852,59.8,8965,104,1.15,7.655,169,2737.5,0.0318862693938406
38,6421,96768,36,2688,1,06/01/1968,0,13167,35,3,85852,59.8,8965,104,1.15,7.655,169,2737.5,0.0318862693938406
38,5212,71064,36,1974,1,17/10/1946,0,1178,35,3,85852,59.8,8965,104,1.15,7.655,169,2737.5,0.0318862693938406
38,6961,176148,36,4893,1,20/11/1963,0,0,35,3,85852,59.8,8965,104,1.15,7.655,169,2737.5,0.0318862693938406
39,5125,73056,48,1522,1,18/12/1970,1,2153,38,3,119895,89.9,10446,90,2.06,8.37,-204,4845,0.0404103590641812
39,6520,91200,24,3800,1,26/08/1955,0,10279,38,3,119895,89.9,10446,90,2.06,8.37,-204,4845,0.0404103590641812
39,5880,73836,36,2051,1,29/05/1967,0,0,38,3,119895,89.9,10446,90,2.06,8.37,-204,4845,0.0404103590641812
39,7066,215388,36,5983,-1,17/12/1959,1,0,38,3,119895,89.9,10446,90,2.06,8.37,-204,4845,0.0404103590641812
39,7066,215388,36,5983,-1,17/12/1959,1,0,38,3,119895,89.9,10446,90,2.06,8.37,-204,4845,0.0404103590641812
39,7130,123408,24,5142,1,14/10/1964,1,3020,38,3,119895,89.9,10446,90,2.06,8.37,-204,4845,0.0404103590641812
40,6810,186384,48,3883,1,29/01/1959,1,4541,67,3,128118,85.3,9317,97,0.58,6.78,-77,6910.5,0.0539385566430946
40,4996,88440,12,7370,1,03/07/1945,0,0,67,3,128118,85.3,9317,97,0.58,6.78,-77,6910.5,0.0539385566430946
40,5131,48624,24,2026,1,30/09/1961,1,4514,67,3,128118,85.3,9317,97,0.58,6.78,-77,6910.5,0.0539385566430946
40,6087,300660,60,5011,1,07/01/1950,1,5791,67,3,128118,85.3,9317,97,0.58,6.78,-77,6910.5,0.0539385566430946
41,6407,25944,24,1081,1,21/05/1960,0,0,71,3,118650,85.6,9832,114,1.16,3.9,-974,5958,0.0502149178255373
41,7166,198240,24,8260,1,18/02/1956,1,7303,71,3,118650,85.6,9832,114,1.16,3.9,-974,5958,0.0502149178255373
42,5999,98832,48,2059,1,10/09/1970,0,3938,17,2,95907,59.1,8388,87,0.53,2.675,10,1663,0.0173397145151032
42,6169,103680,60,1728,-1,24/06/1971,1,0,17,2,95907,59.1,8388,87,0.53,2.675,10,1663,0.0173397145151032
42,6169,103680,60,1728,-1,24/06/1971,1,0,17,2,95907,59.1,8388,87,0.53,2.675,10,1663,0.0173397145151032
43,6006,359760,60,5996,1,31/05/1979,1,4710,20,2,161854,76.3,9425,125,0.78,2.11,-194,3988,0.0246394899106602
43,5464,95808,12,7984,1,07/09/1940,1,0,20,2,161854,76.3,9425,125,0.78,2.11,-194,3988,0.0246394899106602
43,6535,41952,12,3496,1,10/12/1972,1,3861,20,2,161854,76.3,9425,125,0.78,2.11,-194,3988,0.0246394899106602
43,6130,32640,48,680,1,15/10/1942,1,3114,20,2,161854,76.3,9425,125,0.78,2.11,-194,3988,0.0246394899106602
44,7227,314520,60,5242,1,18/11/1955,0,10472,13,2,105606,53,8254,97,0.97,3.275,159,2245.5,0.0212629964206579
44,5593,277884,36,7719,-1,17/09/1980,0,6276.92307692308,13,2,105606,53,8254,97,0.97,3.275,159,2245.5,0.0212629964206579
44,5593,277884,36,7719,-1,17/09/1980,0,6276.92307692308,13,2,105606,53,8254,97,0.97,3.275,159,2245.5,0.0212629964206579
44,6103,149340,60,2489,1,01/02/1963,1,8754,13,2,105606,53,8254,97,0.97,3.275,159,2245.5,0.0212629964206579
44,6077,79608,24,3317,1,28/04/1970,1,0,13,2,105606,53,8254,97,0.97,3.275,159,2245.5,0.0212629964206579
45,6668,74736,36,2076,1,29/10/1965,1,6184,23,2,77917,53.5,8390,132,0.61,2.585,42,2101,0.0269645905258159
45,7138,60000,60,1000,1,15/10/1946,1,2960,23,2,77917,53.5,8390,132,0.61,2.585,42,2101,0.0269645905258159
45,5160,204000,60,3400,1,06/05/1944,1,7085,23,2,77917,53.5,8390,132,0.61,2.585,42,2101,0.0269645905258159
45,6863,127080,60,2118,1,02/06/1936,1,7936,23,2,77917,53.5,8390,132,0.61,2.585,42,2101,0.0269645905258159
46,6456,47016,12,3918,1,31/12/1957,0,14581,39,2,112709,73.5,8369,117,0.52,2.05,-236,2736,0.0242749026253449
46,7249,69360,48,1445,1,28/07/1941,1,0,39,2,112709,73.5,8369,117,0.52,2.05,-236,2736,0.0242749026253449
