"Id","duration","payments","status","balance_sd","balance_diff","household_amount","gender","birth_year","region","no. of inhabitants","ratio of urban inhabitants","average salary","diff_unemploymant","diff_crimes"
6699,24,319,1,12923.5603454957,72469.1,3708,0,NA,2,78955,59,9060,0.66,62
6704,60,6951,1,25817.7354135523,127308.6,1172,0,NA,8,45714,55.6,8843,0.78,70
6712,60,4437,1,11836.4476034268,65844.4,410,0,NA,6,70646,58.4,8547,0.99,-21
6715,60,3677,1,14352.078379313,69172.7,5812,0,NA,6,70646,58.4,8547,0.99,-21
6721,24,878,1,9070.83734462628,32367,0,0,NA,6,74062,61.4,8114,0.24,178
6725,36,7370,1,9992.57311449955,61293.3,3835,0,NA,2,121947,70.5,8541,0.46,343
6726,60,1431,1,7824.8666290422,43713.5,4403,0,NA,1,88884,46.7,8507,0.18,515
6729,12,6224,1,20930.650934413,103802.4,13711,0,NA,8,87419,85.5,8624,0.87,319
6732,48,3626,1,23455.927264329,126467.6,0,0,NA,2,162580,72.8,9538,0.3,-669
6734,36,4806,1,26512.878935391,123628.2,0,0,NA,6,177686,74.8,10045,0.29,-309
6736,60,4806,1,16686.2311887643,57695.8,0,1,NA,5,1204953,100,12541,0.14,13430
6737,24,3195,1,21005.6802918876,103676.1,7170,1,NA,4,228848,57.2,9893,0.63,264
6738,36,6395,-1,29524.489997328,133520.7,555,0,NA,4,323870,100,10673,0.69,-435
6745,24,1971,1,30916.763221259,147693,8151,1,NA,7,197099,74.7,9624,0.71,-219
6751,36,2381,1,12288.0630072131,51982.7,0,1,NA,6,74062,61.4,8114,0.24,178
6764,48,708,1,9896.49244594163,54477.5,0,1,NA,7,197099,74.7,9624,0.71,-219
6785,60,2089,1,22705.1827824266,110433.4,3713,1,NA,5,1204953,100,12541,0.14,13430
6805,48,938,1,13151.5102543473,62859.3,4719,0,NA,4,285387,89.9,10177,1.12,230
6808,36,6330,1,29551.4830543201,152113.7,0,0,NA,7,197099,74.7,9624,0.71,-219
6810,48,3883,1,27339.8874685749,128857.3,4541,1,NA,3,128118,85.3,9317,0.58,-77
6816,48,2088,-1,9838.64837040488,45787.1,0,0,NA,4,285387,89.9,10177,1.12,230
6817,48,1472,1,12948.7615374929,54743.2,6270,1,NA,5,1204953,100,12541,0.14,13430
6818,48,3242,1,11044.4943921964,75094.1,2587,0,NA,4,226122,62.6,8994,0.99,-464
6820,12,3179,1,13293.4318052437,61424.6,4697,0,NA,5,1204953,100,12541,0.14,13430
6836,60,3155,1,12250.0795724793,60243.3,1311,1,NA,7,109164,63.6,8757,0.57,259
6841,48,3585,1,21110.3118747415,118938.8,0,0,NA,1,92084,46.7,10124,-0.02,506
6863,60,2118,1,11520.1844510437,48790.4,7936,1,NA,2,77917,53.5,8390,0.61,42
6865,12,2454,-1,11482.4951554331,42990.6,0,1,NA,4,226122,62.6,8994,0.99,-464
6876,12,7218,1,11715.9751727452,47553.1,0,1,NA,1,75637,36.5,9622,0.14,54
6888,12,3298,1,26896.8541402657,103167.2,9493,0,NA,3,105058,81,9272,0.42,165
6895,12,3492,1,20303.8171201358,128223,4654,1,NA,4,285387,89.9,10177,1.12,230
6903,24,2172,1,20087.3650297794,59800,0,0,NA,1,75637,36.5,9622,0.14,54
6919,36,3358,1,21557.4645434396,115868.4,3225,0,NA,5,1204953,100,12541,0.14,13430
6921,12,7182,1,24799.9740378728,127846,107,0,NA,4,285387,89.9,10177,1.12,230
6929,12,3033,1,25051.2576378554,125087.5,5119,1,NA,4,127369,51.2,8369,1.15,-929
6933,48,3931,1,20050.2784167389,70855.7,6803,0,NA,7,197099,74.7,9624,0.71,-219
6940,36,6341,1,14856.8141901735,59736.6,0,1,NA,5,1204953,100,12541,0.14,13430
6944,48,962,1,13279.6378527179,53705.1,9613,1,NA,7,145688,40.7,8544,0.57,187
6949,24,4363,1,25655.5136540927,119452.3,13386,0,NA,8,51313,59.2,8930,0.68,124
6950,24,4363,1,27075.7420583239,147203.2,4146,1,NA,4,323870,100,10673,0.69,-435
6955,48,5091,1,25561.8276844292,143253.3,0,1,NA,7,114200,43.7,8403,-0.0200000000000005,561
6960,24,3184,1,11990.8733564062,55807.7,10597,1,NA,5,1204953,100,12541,0.14,13430
6961,36,4893,1,21431.2378562617,82683.4,0,0,NA,3,85852,59.8,8965,1.15,169
6965,24,5814,1,30644.1570757547,150746.9,10721,0,NA,7,117897,53.8,8814,0.98,-53
6985,36,3161,1,11410.8354231442,57522.1,4967,1,NA,7,387570,100,9897,0.36,-25
6986,48,3161,-1,24000.1249980636,83454.3,0,1,NA,4,323870,100,10673,0.69,-435
6992,48,2791,1,22590.1043080536,117258.5,9210,1,NA,2,139012,61.9,8363,0.97,235
6995,12,8014,1,21691.1342547418,137410.1,0,0,NA,7,197099,74.7,9624,0.71,-219
6996,24,5275,1,17179.8114630378,93643.3,0,1,NA,2,162580,72.8,9538,0.3,-669
6998,12,8136,1,22871.8265868698,118800.1,6531,0,NA,6,103347,67,9104,0.56,55
7004,60,5526,1,11038.4095115299,71024.6,5887,1,NA,1,88884,46.7,8507,0.18,515
