"client_id","account_id","loan_id","disp_id","type_disp","frequency","date_account","ammount_loan","duration","payments","balance","balance_sd","status","type_card","birth_number","gender","year"
1216,1012,5161,1216,"OWNER","monthly issuance",940709,98184,24,4091,44411.1,19672.650902027,1,NA,450612,"f",45
12181,9897,7008,11873,"OWNER","monthly issuance",950304,36168,12,3014,36582.2,14039.2733865905,1,NA,610819,"m",61
12220,9928,7013,11912,"OWNER","monthly issuance",951109,89340,60,1489,40059.4,10876.8717046827,1,NA,711112,"f",71
12303,10001,7034,11995,"OWNER","monthly issuance",950528,19044,36,529,25540.2,10532.7848881137,1,NA,740405,"f",74
12325,10019,7036,12017,"OWNER","monthly issuance",950615,194940,36,5415,62460,35314.5278448429,1,NA,641030,"m",64
12397,10079,7055,12089,"DISPONENT","monthly issuance",930506,167100,60,2785,65273.1,26493.5915888754,1,NA,730602,"m",73
12417,10093,7057,12109,"DISPONENT","weekly issuance",940701,231696,36,6436,32251.9,20926.3694425144,1,NA,740103,"f",74
12432,10105,7061,12124,"OWNER","monthly issuance",930428,121896,24,5079,49482.4,21910.8275563776,1,NA,650307,"m",65
12625,10266,7097,12317,"OWNER","monthly issuance",930610,75624,24,3151,26688.1,20688.4180488837,-1,NA,581207,"m",58
12662,10297,7101,12354,"OWNER","monthly issuance",960119,421008,48,8771,41518.7,12359.209052004,1,NA,530601,"m",53
12695,10320,7104,12387,"OWNER","monthly issuance",930711,259740,60,4329,65980,19487.2396663213,1,NA,790316,"m",79
12755,10364,7121,12447,"DISPONENT","monthly issuance",930117,21924,36,609,19831.3,10171.0318459875,1,NA,591101,"f",59
12810,10411,7130,12502,"OWNER","issuance after transaction",951123,123408,24,5142,17896.1,17185.3638546914,1,"gold",641014,"m",64
12840,10436,7136,12532,"OWNER","monthly issuance",960321,54396,36,1511,30259.3,10625.9463929278,1,NA,390727,"m",39
12843,10439,7137,12535,"OWNER","monthly issuance",931121,151560,24,6315,46306.4,22844.0061645797,1,NA,530505,"m",53
12859,10451,7142,12551,"OWNER","monthly issuance",930829,482940,60,8049,38365.8,9885.4777247265,-1,NA,760521,"f",76
12943,10520,7154,12635,"OWNER","issuance after transaction",951024,417600,60,6960,50518,18631.3583226447,1,"gold",701012,"m",70
13071,10630,7166,12763,"OWNER","monthly issuance",950115,198240,24,8260,30387,13022.4216144806,1,NA,560218,"m",56
13113,10663,7176,12805,"OWNER","monthly issuance",931208,260028,36,7223,52846.8,20993.628045388,1,NA,761125,"m",76
13190,10728,7189,12882,"OWNER","monthly issuance",941223,154656,48,3222,47721.8,10868.9432774909,1,NA,561128,"m",56
13231,10762,7194,12923,"OWNER","monthly issuance",951023,68832,36,1912,18207.7,12288.7904112708,1,NA,590701,"m",59
1327,1106,5176,1327,"OWNER","weekly issuance",930829,192552,24,8023,30687.6,13015.0266748654,-1,NA,631231,"f",63
13380,10884,7213,13072,"OWNER","monthly issuance",950220,113544,36,3154,34877.2,12325.8311911857,1,NA,420918,"m",42
13412,10911,7220,13104,"OWNER","weekly issuance",930529,131292,36,3647,54927.2,12494.3123334861,1,NA,540320,"m",54
13451,10942,7227,13143,"OWNER","weekly issuance",940605,314520,60,5242,110005.4,28698.3798261659,1,NA,551118,"f",55
13480,10963,7233,13172,"OWNER","monthly issuance",950520,115812,36,3217,41600.6,21971.1628521051,1,NA,530601,"m",53
13490,10973,7235,13182,"OWNER","weekly issuance",930420,154416,48,3217,60094.6,20286.9655584644,1,NA,690525,"f",69
13548,11021,7241,13240,"OWNER","monthly issuance",930810,168984,24,7041,75506.4,28355.3601580073,-1,NA,760318,"m",76
13576,11042,7243,13268,"OWNER","monthly issuance",950129,217152,36,6032,30763.8,18394.5137848639,1,"classic",740707,"m",74
13590,11054,7246,13282,"OWNER","weekly issuance",960201,148920,60,2482,21392.6,15220.6512633641,1,NA,770803,"m",77
13687,11135,7262,13379,"OWNER","monthly issuance",931010,182628,36,5073,21969,14579.4217665666,1,NA,590523,"m",59
13690,11138,7263,13382,"OWNER","weekly issuance",950818,89880,24,3745,70081.4,27471.9750004315,1,NA,630516,"m",63
13750,11186,7271,13442,"OWNER","monthly issuance",941124,392460,60,6541,49637.5,20293.3634796541,1,NA,801113,"f",80
13845,11265,7284,13537,"OWNER","monthly issuance",930114,52788,12,4399,28190.3,6652.64295634085,1,NA,730216,"m",73
13955,11349,7304,13647,"OWNER","weekly issuance",950526,419880,60,6998,24704.4,27879.3968566711,1,NA,451030,"f",45
13968,11359,7305,13660,"OWNER","monthly issuance",941001,54024,12,4502,54446.7,15469.9881129642,1,"classic",680413,"m",68
13971,11362,7308,13663,"OWNER","monthly issuance",951014,129408,24,5392,22608.6,11709.1423747552,1,NA,621019,"f",62
1404,1166,5189,1404,"OWNER","monthly issuance",930421,149040,48,3105,43418.5,12658.2467643,1,NA,681220,"f",68
1509,1250,5209,1509,"OWNER","monthly issuance",960328,182640,48,3805,20631,14199.3815228476,1,NA,420419,"f",42
1516,1256,5212,1516,"OWNER","monthly issuance",940421,71064,36,1974,37168.2,9923.17154112448,1,NA,461017,"f",46
158,132,4996,158,"OWNER","issuance after transaction",960511,88440,12,7370,75794.4,21638.2588696712,1,NA,450703,"f",45
1663,1375,5237,1663,"OWNER","monthly issuance",940427,45336,24,1889,44145.2,11574.1022400041,1,NA,570429,"m",57
1851,1527,5269,1851,"OWNER","issuance after transaction",931117,164052,36,4557,68799.6,30609.3898880806,-1,NA,750912,"f",75
1917,1583,5282,1917,"OWNER","issuance after transaction",941117,388512,48,8094,6463.1,21196.6821317327,-1,NA,690313,"f",69
2,2,4959,2,"OWNER","monthly issuance",930226,80952,24,3373,21058.9,12061.7056818761,1,NA,450204,"m",45
2063,1698,5301,2063,"OWNER","monthly issuance",960314,141948,36,3943,47063.1,17970.9789771546,1,NA,500926,"f",50
211,173,5002,211,"DISPONENT","monthly issuance",931126,104808,12,8734,34410.4,11517.1752482123,1,NA,450628,"f",45
2136,1762,5310,2136,"OWNER","monthly issuance",931211,248148,36,6893,29361.1,10761.578895609,1,NA,400724,"f",40
2141,1766,5311,2141,"OWNER","monthly issuance",940903,30060,60,501,28153.5,11270.5037458701,1,"classic",510906,"m",51
2148,1772,5312,2148,"OWNER","weekly issuance",950220,202788,36,5633,59893.1,23297.6635746445,1,NA,530720,"f",53
2166,1787,5314,2166,"OWNER","weekly issuance",930322,96396,12,8033,11000,8330.8663014919,-1,NA,470722,"f",47
2181,1801,5316,2181,"OWNER","monthly issuance",930213,165960,36,4610,702.9,29122.0594539456,1,NA,680722,"m",68
2259,1862,5329,2259,"OWNER","weekly issuance",950415,396120,60,6602,78946.9,20275.1419809661,1,NA,500102,"f",50
2289,1886,5337,2289,"DISPONENT","monthly issuance",960305,162468,36,4513,27776,24180.8889239258,1,NA,540821,"m",54
2392,1967,5350,2392,"OWNER","weekly issuance",950213,249312,48,5194,26727.5,23021.0410612378,1,NA,550521,"m",55
2422,1993,5352,2422,"OWNER","monthly issuance",941030,68400,12,5700,35442.2,12297.1550986777,-1,NA,760609,"f",76
25,19,4961,25,"OWNER","monthly issuance",950407,30276,12,2523,20146.7,15039.2484049323,-1,NA,390423,"f",39
2501,2062,5366,2501,"OWNER","monthly issuance",960306,86184,12,7182,49047.7,25642.0771571919,1,NA,401204,"f",40
2550,2106,5375,2550,"OWNER","monthly issuance",960201,101520,12,8460,21005.5,10352.391968575,1,NA,761012,"f",76
2593,2143,5385,2593,"DISPONENT","monthly issuance",960113,71460,36,1985,69139.1,16380.594606473,1,NA,770610,"m",77
2606,2153,5388,2606,"OWNER","weekly issuance",960107,61560,12,5130,33765.4,17762.2246702773,1,NA,430104,"m",43
2623,2167,5390,2623,"OWNER","monthly issuance",930808,170256,24,7094,22850.2,13589.3839888406,1,NA,650716,"f",65
2635,2176,5395,2635,"OWNER","monthly issuance",930606,299088,36,8308,42037.7,33855.6980257672,-1,NA,661210,"f",66
2686,2218,5409,2686,"OWNER","monthly issuance",941121,182040,60,3034,94201.7,21927.6795286742,1,NA,510324,"f",51
2699,2227,5413,2699,"DISPONENT","weekly issuance",940522,92976,24,3874,30107.2,26490.3161352521,1,NA,770223,"m",77
2700,2228,5414,2700,"OWNER","monthly issuance",940319,185952,48,3874,33976.7,31588.3799619124,1,NA,450222,"m",45
2708,2236,5415,2708,"OWNER","monthly issuance",950827,139464,36,3874,55937.8,12989.7812150903,-1,NA,580812,"m",58
2719,2245,5418,2719,"OWNER","monthly issuance",930330,347952,48,7249,45403.1,23422.0265006617,1,NA,641030,"f",64
2746,2268,5429,2746,"OWNER","monthly issuance",950211,20196,36,561,35341,15288.6889647388,1,NA,710225,"m",71
2809,2322,5445,2809,"OWNER","monthly issuance",950102,46320,24,1930,22197.9,20752.0889350489,1,NA,790214,"m",79
2831,2343,5449,2831,"OWNER","monthly issuance",941209,99336,24,4139,35179.9,7892.72182874921,1,NA,800709,"f",80
2843,2352,5452,2843,"OWNER","monthly issuance",950121,49440,60,824,47269.5,12804.4639168701,1,NA,661006,"f",66
2853,2361,5453,2853,"OWNER","monthly issuance",940225,156672,36,4352,15957.1,6686.14559025204,1,NA,560425,"f",56
2966,2456,5470,2966,"OWNER","monthly issuance",950909,200976,48,4187,65877.5,18916.9395762718,1,NA,550220,"m",55
3001,2486,5479,3001,"OWNER","monthly issuance",930227,24516,12,2043,40854.2,29534.2181133033,1,NA,581007,"m",58
3013,2496,5482,3013,"OWNER","monthly issuance",940521,165120,60,2752,37946.3,6878.83656641474,1,NA,500318,"f",50
3103,2572,5494,3103,"OWNER","issuance after transaction",941113,360000,48,7500,13050.8,26193.2113809294,1,NA,730307,"f",73
3114,2580,5495,3114,"DISPONENT","monthly issuance",951109,89340,60,1489,49777.3,10748.387757632,1,NA,710224,"m",71
3264,2705,5523,3264,"OWNER","issuance after transaction",930705,93888,36,2608,49415.4,14598.865783435,1,NA,501020,"f",50
3414,2824,5549,3414,"OWNER","monthly issuance",931020,50460,60,841,28898.6,10371.1237818631,1,NA,471017,"f",47
3519,2912,5563,3519,"OWNER","monthly issuance",940730,380160,60,6336,45549.3,27227.8660788503,1,NA,491215,"m",49
352,290,5032,352,"OWNER","monthly issuance",931202,123696,48,2577,49500.2,20572.4575297371,1,NA,400827,"m",40
3543,2933,5568,3543,"DISPONENT","monthly issuance",930618,272520,60,4542,48222,24196.754530887,1,NA,410819,"f",41
3576,2962,5576,3576,"OWNER","monthly issuance",930530,31248,12,2604,35485.3,28994.6264318251,1,NA,390315,"f",39
3616,2994,5586,3616,"OWNER","monthly issuance",960503,48744,36,1354,60274.4,19512.7909722538,1,NA,640414,"f",64
3649,3021,5591,3649,"OWNER","monthly issuance",960420,155616,48,3242,38377.7,13711.0944582933,1,NA,591025,"f",59
3670,3037,5593,3670,"OWNER","monthly issuance",940526,277884,36,7719,3614,28041.8750797263,-1,NA,800917,"f",80
3730,3084,5606,3730,"OWNER","weekly issuance",960128,253512,36,7042,15218.4,24704.3850183754,-1,NA,450807,"f",45
3764,3112,5610,3764,"DISPONENT","monthly issuance",940812,123216,48,2567,86319.1,28089.5246363499,1,NA,780129,"m",78
3767,3115,5611,3767,"OWNER","monthly issuance",960327,321180,60,5353,42077.3,21716.7502502962,1,NA,360907,"m",36
3855,3189,5625,3855,"OWNER","monthly issuance",951129,222180,60,3703,36168.9,26510.559286204,-1,NA,390320,"m",39
3907,3230,5635,3907,"OWNER","monthly issuance",950311,77184,36,2144,34951.3,30287.2146676703,1,NA,541209,"f",54
4056,3354,5657,4056,"OWNER","monthly issuance",931105,4980,12,415,36220.9,8705.18353992897,1,NA,520726,"f",52
421,344,5044,421,"OWNER","monthly issuance",931201,100980,60,1683,31603.6,9576.32771690869,1,NA,650731,"m",65
4217,3489,5693,4217,"OWNER","monthly issuance",941208,44088,24,1837,54311.6,11906.808161813,1,NA,510625,"f",51
4352,3608,5706,4352,"OWNER","weekly issuance",940830,161496,36,4486,22872,19260.5462439382,1,NA,710724,"m",71
4377,3629,5713,4377,"OWNER","monthly issuance",930727,158760,60,2646,8755.4,8944.71531123884,1,NA,780131,"m",78
4428,3674,5723,4428,"OWNER","monthly issuance",930312,23628,12,1969,68621.7,27950.2106897095,1,NA,540309,"m",54
4433,3678,5724,4433,"OWNER","monthly issuance",930324,316140,60,5269,37333.2,6901.26079064652,-1,NA,680222,"m",68
4434,3679,5725,4434,"OWNER","monthly issuance",950815,444864,48,9268,27658.5,11798.8301963365,1,NA,640329,"m",64
4520,3747,5739,4520,"OWNER","monthly issuance",940501,76380,12,6365,29871.1,8289.78009371184,1,NA,570628,"f",57
4527,3752,5740,4527,"OWNER","monthly issuance",941125,18564,12,1547,39281.4,14265.870341694,1,NA,630204,"f",63
4529,3754,5741,4529,"OWNER","weekly issuance",960219,68544,24,2856,49330.7,20196.0740707449,1,NA,760916,"m",76
4584,3804,5750,4584,"OWNER","monthly issuance",940407,63252,12,5271,34432.7,18482.2989464827,1,NA,490624,"f",49
4621,3834,5754,4621,"DISPONENT","monthly issuance",930119,23052,12,1921,21078.8,8912.01935825443,1,NA,460210,"m",46
4916,4079,5804,4916,"OWNER","monthly issuance",931103,158976,48,3312,30985.2,23319.3381850464,1,NA,390109,"m",39
4918,4081,5805,4918,"OWNER","monthly issuance",950722,137904,24,5746,43259.7,11982.1017548871,-1,NA,680506,"m",68
5133,4259,5836,5133,"OWNER","monthly issuance",940408,79632,24,3318,99262.5,29061.5370551754,1,NA,590810,"f",59
5224,4337,5861,5224,"OWNER","monthly issuance",931116,51408,24,2142,101791.3,27533.4936541272,1,NA,490724,"m",49
5318,4413,5876,5318,"OWNER","weekly issuance",940115,221280,48,4610,55742.4,18388.5280031,1,NA,680328,"m",68
5333,4423,5880,5333,"OWNER","monthly issuance",950426,73836,36,2051,25301.8,32965.1457780967,1,NA,670529,"f",67
5365,4447,5886,5365,"DISPONENT","monthly issuance",960616,192744,36,5354,78907.8,28733.3431882516,1,NA,710501,"f",71
5366,4448,5887,5366,"OWNER","monthly issuance",930602,192744,36,5354,40579.9,16917.1617941261,1,NA,710920,"f",71
5384,4462,5892,5384,"OWNER","weekly issuance",951227,66480,24,2770,34684.8,21490.6264629644,-1,NA,350721,"m",35
5399,4476,5897,5399,"OWNER","monthly issuance",941110,15192,24,633,28475.9,7237.18098879355,1,NA,721227,"f",72
5433,4503,5900,5433,"OWNER","monthly issuance",950103,135360,48,2820,30325.7,30587.6036432061,1,"junior",750924,"m",75
5521,4580,5922,5521,"OWNER","monthly issuance",940827,20220,12,1685,48955.1,25420.7275660302,1,NA,730515,"f",73
5527,4585,5923,5527,"DISPONENT","monthly issuance",960608,64656,48,1347,27580.9,11814.9711817702,1,NA,411128,"f",41
5606,4650,5938,5606,"OWNER","monthly issuance",951015,402000,60,6700,16636.3,7900.83174172206,1,NA,800806,"m",80
5701,4727,5959,5701,"OWNER","monthly issuance",950213,107640,24,4485,53959.5,22727.6702252298,1,NA,591122,"f",59
5760,4774,5970,5760,"OWNER","monthly issuance",940114,465072,48,9689,29036.2,13613.1005661918,1,NA,480508,"m",48
5827,4825,5980,5827,"DISPONENT","monthly issuance",940604,21396,12,1783,38055.5,7990.97115123813,1,NA,750128,"f",75
5858,4851,5988,5858,"OWNER","monthly issuance",960204,141648,24,5902,12900,32279.9221627744,1,NA,520717,"m",52
5860,4852,5989,5860,"OWNER","monthly issuance",950413,213300,36,5925,7591,7864.49589327442,1,NA,640422,"m",64
5911,4894,5997,5911,"OWNER","monthly issuance",930620,117024,24,4876,47548.6,19844.2475911528,1,NA,351003,"m",35
5928,4907,5999,5928,"OWNER","monthly issuance",940206,98832,48,2059,45767,12078.5510197319,1,NA,700910,"f",70
5977,4948,6006,5977,"OWNER","monthly issuance",950729,359760,60,5996,12155.1,24143.8743968576,1,NA,790531,"m",79
6015,4981,6011,6015,"OWNER","monthly issuance",960122,179328,48,3736,37240.4,14278.2257370368,1,NA,731121,"m",73
603,501,5082,603,"OWNER","monthly issuance",951021,262980,60,4383,29749.2,16330.1732223154,1,NA,660309,"f",66
6033,4994,6012,6033,"OWNER","weekly issuance",960111,258444,36,7179,48062.7,17230.1596177507,1,NA,660527,"m",66
6034,4995,6013,6034,"OWNER","weekly issuance",940801,128988,36,3583,40704.8,17311.1197155447,-1,NA,390815,"m",39
6042,5001,6015,6042,"OWNER","monthly issuance",951215,110112,24,4588,12808,28391.5690857361,1,NA,631012,"m",63
6077,5033,6019,6077,"OWNER","monthly issuance",950803,11400,12,950,30825.3,6234.41540799534,1,NA,800430,"f",80
6115,5066,6027,6115,"OWNER","weekly issuance",950827,61656,24,2569,11100,24849.149080235,-1,NA,531225,"f",53
6178,5120,6038,6178,"OWNER","monthly issuance",930621,323472,48,6739,75655.1,26516.4280016284,1,NA,401015,"f",40
6186,5126,6043,6186,"DISPONENT","monthly issuance",950403,20352,48,424,38171.3,9092.64521654937,1,NA,520527,"m",52
6299,5213,6063,6299,"OWNER","monthly issuance",950818,320976,48,6687,5553.9,27435.7031200293,-1,NA,360809,"m",36
6301,5215,6064,6301,"OWNER","monthly issuance",930701,14628,12,1219,34917.4,9015.76816505543,1,NA,490308,"f",49
6318,5228,6066,6318,"DISPONENT","issuance after transaction",930623,173808,24,7242,1000,24967.3908398702,1,NA,500305,"m",50
6349,5256,6072,6349,"OWNER","issuance after transaction",931025,193968,36,5388,80780,30034.3134358623,1,NA,721203,"m",72
6359,5263,6073,6359,"OWNER","monthly issuance",950714,276300,60,4605,29028.1,6720.21750579642,1,NA,760706,"m",76
6367,5270,6077,6367,"OWNER","monthly issuance",930113,79608,24,3317,82215.6,24870.2329276802,1,NA,700428,"m",70
6417,5313,6087,6417,"OWNER","monthly issuance",930429,300660,60,5011,68317.2,30520.9608072814,1,NA,500107,"m",50
6499,5385,6103,6499,"OWNER","weekly issuance",930521,149340,60,2489,500,10432.3446424138,1,NA,630201,"m",63
6545,5422,6109,6545,"DISPONENT","monthly issuance",941022,368880,60,6148,12210.7,28681.8083833356,1,NA,780909,"f",78
655,544,5088,655,"OWNER","monthly issuance",950515,91152,24,3798,47030.5,13400.0640966406,1,"classic",421210,"m",42
6551,5428,6111,6551,"OWNER","monthly issuance",930414,174744,24,7281,18139.8,28302.6531429868,-1,NA,480812,"f",48
6691,5541,6130,6691,"OWNER","monthly issuance",950324,32640,48,680,22681.7,7545.46631844196,1,NA,421015,"m",42
6731,5574,6137,6731,"OWNER","weekly issuance",940714,44628,12,3719,56166.8,22661.8837804567,1,NA,431126,"m",43
6753,5593,6144,6753,"OWNER","monthly issuance",960227,44376,12,3698,48937.5,28278.2450646163,1,NA,620523,"m",62
6798,5628,6151,6798,"OWNER","monthly issuance",940617,225420,60,3757,27648.1,9614.3623318295,1,NA,480803,"f",48
6804,5632,6153,6804,"DISPONENT","weekly issuance",941115,285600,60,4760,14000,26473.4218237354,1,NA,810607,"m",81
6829,5650,6157,6829,"OWNER","issuance after transaction",950108,98592,24,4108,67268.7,19656.2943813719,1,NA,631224,"f",63
6895,5700,6169,6895,"OWNER","monthly issuance",930720,103680,60,1728,31226.3,9371.38757971168,-1,NA,710624,"m",71
6936,5735,6175,6936,"OWNER","monthly issuance",950125,290700,60,4845,74841.4,31590.3305958896,-1,NA,590227,"f",59
6946,5742,6178,6946,"OWNER","issuance after transaction",950705,232560,48,4845,29354.8,26204.0306754661,1,NA,700129,"f",70
6987,5774,6185,6987,"OWNER","monthly issuance",950608,31176,24,1299,30118,15340.9509716157,1,NA,680129,"m",68
7011,5794,6190,7011,"DISPONENT","monthly issuance",950714,123600,60,2060,36832.8,23277.8730933322,1,NA,610414,"f",61
7166,5927,6210,7166,"OWNER","monthly issuance",931126,87216,48,1817,21705.9,8425.33267236824,-1,NA,640513,"m",64
7195,5952,6216,7195,"OWNER","monthly issuance",930907,141240,24,5885,55644,19476.2939912246,1,NA,620911,"m",62
7286,6030,6227,7286,"OWNER","monthly issuance",930824,28248,24,1177,61525.2,11726.6176071652,1,NA,700210,"f",70
7299,6040,6229,7299,"OWNER","monthly issuance",930422,11736,24,489,29199,11703.0397710468,1,NA,380916,"m",38
7311,6051,6232,7311,"OWNER","monthly issuance",930828,276660,36,7685,24701.4,6029.33831266494,-1,NA,490518,"m",49
7390,6118,6244,7390,"OWNER","weekly issuance",940307,270648,36,7518,44865.1,29717.3445728698,-1,NA,371104,"m",37
7422,6148,6253,7422,"OWNER","monthly issuance",931227,59760,24,2490,49520.4,12827.1939141715,1,NA,581126,"m",58
7521,6226,6272,7521,"OWNER","weekly issuance",930726,398640,60,6644,47223.9,21947.8810920456,1,NA,600209,"f",60
7576,6273,6279,7576,"OWNER","monthly issuance",930721,87360,24,3640,28360.5,13552.4494898524,1,NA,620710,"m",62
7594,6289,6283,7594,"OWNER","monthly issuance",950405,85632,48,1784,68518.9,26945.9103806775,1,NA,490407,"f",49
7672,6353,6294,7672,"OWNER","monthly issuance",931126,79920,60,1332,54581.8,11483.0132846738,1,NA,530405,"m",53
